,programTitle,infoCat,region,url,description,organization,contact,page
881,['Dealers and Agents Licence'],['Guides/Information'],[],['https://www.manitoba.ca/agriculture/livestock/other/dealer-and-agent-license/index.html'],"['\nDepartment of Agriculture and Resource Development\xa0(ARD)\xa0reminds livestock producers to be careful in negotiating any sales of livestock, particularly from the farm gate.\n']",['\nManitoba Agriculture\n'],['\n1-844-769-6224\n\nagriculture@gov.mb.ca\n\n\nhttps://www.gov.mb.ca/agriculture/contact/index.html\n\n'],9
882,['Dealing With Feed Shortages on Your Beef Farm'],['Guides/Information'],[],['http://www.omafra.gov.on.ca/english/livestock/beef/facts/feedshort.htm'],['\nDry weather during summer or spring can lead to possible feed shortages. This site is to help in the decision making process and may help assess your individual situation in dealing with a shortage of feed.\n'],"['\nOntario Ministry of Agriculture, Food and Rural Affairs\n']",['\n1-877-424-1300\n\nag.info.omafra@ontario.ca\xa0\n\n'],9
883,['Definitions of Feed Manufacturing and Livestock Nutrition Terms'],['Guides/Information'],[],['https://www.ontario.ca/page/definitions-feed-manufacturing-and-livestock-nutrition-terms'],"['\nThis Factsheet is designed to provide the reader with definitions of terms used in nutrition-related articles, feed analysis reports and feed tags.\n']","['\nOntario Ministry of Agriculture, Food and Rural Affairs\n']",['\n1-877-424-1300\n\nag.info.omafra@ontario.ca\n\n'],9
884,['Departmental Initiative for Incentive Internships in Veterinary Medicine in the Bio-Food Field'],[],[],['https://www.mapaq.gouv.qc.ca/fr/Productions/md/programmesliste/formation/Pages/Stages-incitatifs-en-medecine-veterinaire.aspx'],['\nMAPAQ is implementing a new initiative to increase the interest of students from the Faculty of Veterinary Medicine (FVM) at Université de Montréal in practice in the field of bio-food by offering them financial assistance to encourage them to complete internships in this field.\n'],"['\nQuebec Ministry of Agriculture, Fisheries and Food\n']",['\n1-888-222-6272\n\nprogrammestageFMV@mapaq.gouv.qc.ca\n\n'],9
885,['Departmental Initiative for Online Continuing Education in the Bio-Food Sector'],[],[],['https://www.mapaq.gouv.qc.ca/fr/Productions/md/programmesliste/formation/Pages/Initiative-ministerielle-de-formation-continue-en-ligne.aspx'],['\nThis MAPAQ initiative is intended to increase the number of online continuing education activities for entrepreneurs in the bio-food sector and their workforce in order to improve their skills.\n'],"['\nQuebec Ministry of Agriculture, Fisheries and Food\n']",['\n1-418-380-2100\n1-888-222-6272\n\nProgrammes.DMOR@mapaq.gouv.qc.ca\n\n'],9
886,"['Design, Construction and Maintenance of Irrigation Reservoirs in Ontario']",['Guides/Information'],[],['http://www.omafra.gov.on.ca/english/engineer/facts/16-009.htm'],"['\nInformation on the design, construction and maintenance of irrigation reservoirs. \xa0\n']","['\nOntario Ministry of Agriculture, Food and Rural Affairs\n']",['\n1-877-424-1300\n\nag.info.omafra@ontario.ca\xa0\n\n'],9
887,['Detection of Granulomas for Tuberculosis Surveillance'],[],[' Across Canada '],['https://www.ic.gc.ca/eic/site/101.nsf/eng/00132.html'],['\nThe Canadian Food Inspection Agency (CFIA) is seeking a tool to detect granulomatous lesions in specific lymph nodes of cattle slaughtered in federally inspected abattoirs.\n'],"['\nInnovation, Science and Economic Development Canada\n']",['\n1-613-954-5031\n1-800-328-6189\n1-866-694-8389\n\nsolutions@canada.ca\n\n\nhttps://www.ic.gc.ca/eic/site/101.nsf/frm-eng/LCOE-BEZHPN\n\n'],9
888,['Determining Odour Categories of Non-Agricultural Source Materials'],['Guides/Information'],[],['http://www.omafra.gov.on.ca/english/engineer/facts/12-017.htm'],['\nThis Factsheet looks at the three methods used to classify NASM into odour categories\n'],"['\nOntario Ministry of Agriculture, Food and Rural Affairs\n']",['\n1-877-424-1300\n\nag.info.omafra@ontario.ca\xa0\n\n'],9
889,['Determining Percent Fruit Set in Wild Blueberry Fields'],['Guides/Information'],[],['http://www2.gnb.ca/content/gnb/en/departments/10/agriculture/content/crops/wild_blueberries/determining_percent_fruit_set.html'],['\nPercent fruit set refers to the percentage of blossoms which end up forming fruits.\n'],"['\nNew Brunswick Agriculture, Aquaculture and Fisheries\n']",['\n\nDAAF-MAAP@gnb.ca\n\n1-506-453-7978\n1-506-453-2108\n1-888-622-4742\n'],9
890,['Determining Phosphorus Fertilization Requirements for Potatoes based on Phosphorus Saturation Index for PEI'],['Guides/Information'],[],['https://www.princeedwardisland.ca/en/publication/determining-phosphorus-fertilization-requirements-potatoes-based-phosphorus-saturation'],['\nDetermining Phosphorus Fertilization Requirements for Potatoes based on Phosphorus Saturation Index for PEI - fact sheet\n'],['\nPrince Edward Island Department of Agriculture and Land\n'],['\n1-902-314-1607\n1-866-734-3276\n\nDeptAgLand@gov.pe.ca\n\n'],9
891,['Developing Agri-Tourism Operation in Ontario'],['Guides/Information'],[],['http://www.omafra.gov.on.ca/english/busdev/facts/16-029.htm'],['\nA Factsheet that examines Agri-Tourism and provides advice to individuals on how to develop it on their agri-properties.\n'],"['\nOntario Ministry of Agriculture, Food and Rural Affairs\n']",['\n1-877-424-1300\n\nag.info.omafra@ontario.ca\xa0\n\n'],9
892,['Developing a Marketing Plan'],['Guides/Information'],[],['http://www.omafra.gov.on.ca/english/busdev/facts/16-027.htm'],['\nThis factsheet provides technical information on developing a marketing plan.\xa0\n'],"['\nOntario Ministry of Agriculture, Food and Rural Affairs\n']",['\n1-877-424-1300\n\nag.info.omafra@ontario.ca\xa0\n\n'],9
893,['Digitized Spray Records'],[],[],['https://www.princeedwardisland.ca/en/information/agriculture-and-land/digitized-spray-records'],"['\nThe PEI Department of Agriculture and Land in partnership with Argyle Intelligence, have developed a pesticide spray records app for you to use on your mobile device.\n']",['\nPrince Edward Island Department of Agriculture and Land\n'],['\nLorraine MacKinnon\n1-866-734-3276\n\nlormackinnon@gov.pe.ca\n\n'],9
894,['Diplodia Tip Dieback of Pines'],['Guides/Information'],[],['http://www.omafra.gov.on.ca/english/crops/facts/diplodia.htm'],['\nInformation on diplodia tip dieback of pines\n'],"['\nOntario Ministry of Agriculture, Food and Rural Affairs\n']",['\n1-877-424-1300\n\nag.info.omafra@ontario.ca\xa0\n\n'],9
895,['Direct Farm Manitoba'],[],[],['https://www.directfarmmanitoba.ca/'],['\nDirect Farm Manitoba is a cooperative which advances the interests of member markets and farmers who market directly to consumers by advocating on their behalf and connecting them to economic opportunities.\n'],['\nDirect Farm Manitoba\n'],['\n\ninfo@directfarmmanitoba.ca\n\n\nhttps://www.directfarmmanitoba.ca/contact/\n\n'],9
896,['Direct Farm Marketing in Ontario - A Primer'],['Guides/Information'],[],['http://www.omafra.gov.on.ca/english/busdev/facts/16-025.htm'],['\nThis factsheet provides technical information direct farm marketing.\xa0\xa0\n'],"['\nOntario Ministry of Agriculture, Food and Rural Affairs\n']",['\n1-877-424-1300\n\nag.info.omafra@ontario.ca\xa0\n\n'],9
897,['Direct Loans'],[],[],['https://www.masc.mb.ca/masc.nsf/program_direct_loans.html'],"[""\nAssists you with the financial arrangements necessary to make your operation successful. MASC's Direct Loans provide beginning and established farmers with short, intermediate and long-term financing at reasonable interest rates and flexible repayment terms.\n""]",['\nManitoba Agricultural Services Corporation\n'],['\n\nmailbox@masc.mb.ca\n\n204-239-3246\n'],9
898,['Disaster Recovery Program: Agricultural Operations'],[],[],['https://www.alberta.ca/disaster-recovery-programs.aspx'],['\nThe program is intended to help repair and restore your damaged property so that you can re-establish or maintain the viability of your agricultural farming operation.\n'],['\nAlberta Ministry of Agriculture and Forestry\n'],['\nAg-Info Centre\n1-403-742-7901\n310-3276\n\naginfocentre@gov.ab.ca\n\n\nhttps://open.alberta.ca/publications/disaster-recovery-program-agriculture-and-farming-operations\n\n'],9
899,['Discussion Groups: List Servers and Mailgroups'],['Guides/Information'],[],['http://www.omafra.gov.on.ca/english/crops/resource/listserv.htm'],['\nThe links listed are provided for the convenience of our clients.\n'],"['\nOntario Ministry of Agriculture, Food and Rural Affairs\n']",['\n1-877-424-1300\n\nag.info.omafra@ontario.ca\xa0\n\n'],9
900,['Disease Control & Surveillance'],[],[],['https://www.gov.mb.ca/agriculture/animal-health-and-welfare/animal-health/disease-control.html'],['\nProvides advice on effective disease control practices to prevent animal suffering and economic losses on the farm.\n'],['\nManitoba Agriculture and Resource Development\n'],['\n\nchiefveterinaryoffice@gov.mb.ca\n\n1-204-945-7684\n'],10
901,['Disease Surveillance and Management'],[],[],['http://www.saskatchewan.ca/business/agriculture-natural-resources-and-industry/agribusiness-farmers-and-ranchers/canadian-agricultural-partnership-cap/risk-management/assurance-systems-programs/disease-surveillance-and-management'],['\nInformation on disease surveillance and management activities are being funded in Saskatchewan under the Canadian Agricultural Partnership agreement.\n'],['\nSaskatchewan Ministry of Agriculture\n'],['\n1-306-694-3938\n1-866-457-2377\n'],10
902,['Disease of Oilseed Crops'],['Guides/Information'],[],['https://www.alberta.ca/disease-of-oilseed-crops.aspx'],['\nProvides information on oilseed crop diseases.\n'],['\nAlberta Ministry of Agriculture and Forestry\n'],['\nAg-Info Centre\n1-403-742-7901\n310-3276\n\naginfocentre@gov.ab.ca\n\n'],10
903,['Disease-Resistant Apple Cultivars'],['Guides/Information'],[],['http://www.omafra.gov.on.ca/english/crops/facts/98-013.htm'],['Factsheet that provides technical information on disease-resistant apple cultivars.\xa0'],"['\nOntario Ministry of Agriculture, Food and Rural Affairs\n']",['\n1-877-424-1300\n\nag.info.omafra@ontario.ca\xa0\n\n'],10
904,['Diseases and Pests'],['Guides/Information'],[' Across Canada '],['https://agriculture.canada.ca/en/agriculture-and-environment/agricultural-pest-management/diseases-and-pests'],['\nEffective pest management strategies ensure the health and long-term success of agroforestry plantings.\n'],['\nAgriculture and Agri-Food Canada\n'],['\n1-855-773-0241\n1-613-773-2600\n1-613-773-1081\n\naafc.info.aac@agr.gc.ca\n\n'],10
905,['Diseases of Field Peas'],['Guides/Information'],[],['https://www.alberta.ca/diseases-of-field-peas.aspx'],"['\nDescriptions, illustrations and management strategies of common diseases of field peas.\n']",['\nAlberta Ministry of Agriculture and Forestry\n'],['\nAg-Info Centre\n\naginfocentre@gov.ab.ca\n\n1-403-742-7901\n310-3276\n'],10
906,['Diseases of Fruits and Vegetables'],['Guides/Information'],[],['https://www.alberta.ca/diseases-of-fruits-and-vegetables.aspx'],['\nProvides information on fruit and vegetable diseases.\n'],['\nAlberta Ministry of Agriculture and Forestry\n'],['\nAg-Info Centre\n1-403-742-7901\n310-3276\n\naginfocentre@gov.ab.ca\n\n'],10
907,['Diseases of Raspberries'],['Guides/Information'],[],['https://www.alberta.ca/diseases-of-raspberries.aspx'],"['\nDescriptions, symptoms and control practices for common diseases that can affect raspberries.\n']",['\nAlberta Ministry of Agriculture and Forestry\n'],['\nAg-Info Centre\n\naginfocentre@gov.ab.ca\n\n1-403-742-7901\n310-3276\n'],10
908,['Diseases of Sweet Pepper'],['Guides/Information'],[],['https://www.alberta.ca/diseases-of-sweet-pepper.aspx'],"['\nDescribes common diseases affecting sweet peppers, physiological symptoms of infection, and control measures.\n']",['\nAlberta Ministry of Agriculture and Forestry\n'],['\nAg-Info Centre\n\naginfocentre@gov.ab.ca\n\n1-403-742-7901\n310-3276\n'],10
909,['Disinfectants'],['Guides/Information'],[],['http://www2.gnb.ca/content/gnb/en/departments/10/agriculture/content/crops/potatoes/disinfectants.html'],['\nInformation on the use of disinfectants in potato storage.\xa0\n'],"['\nNew Brunswick Agriculture, Aquaculture and Fisheries\n']",['\n\nDAAF-MAAP@gnb.ca\n\n1-506-453-7978\n1-506-453-2108\n1-888-622-4742\n'],10
910,['Disposal Vessels for On-Farm Deadstock'],['Guides/Information'],[],['http://www.omafra.gov.on.ca/english/engineer/facts/09-027.htm'],"['\nDisposal vessels are a new concept for most Ontario livestock producers, this Factsheet will outline what they are, how they are used, what deadstock is suited for them, how to decide how big the vessel needs to be and how to install, operate and decommission them.\n']","['\nOntario Ministry of Agriculture, Food and Rural Affairs\n']",['\n1-877-424-1300\n\nag.info.omafra@ontario.ca\xa0\n\n'],10
911,['Disposal of Deadstock Regulation 105/09'],['Guides/Information'],[],['http://www.omafra.gov.on.ca/english/food/inspection/ahw/regulation.htm'],"['\nRegulation 105/09 under the Food Safety and Quality Act, 2001 governs the disposal of deadstock in the possession of a custodian and the disposal of any dead animal collected by a collector or received by a disposal facility.\n']","['\nOntario Ministry of Agriculture, Food and Rural Affairs\n']",['\n1-877-424-1300\n\nag.info.omafra@ontario.ca\xa0\n\n'],10
912,['Distillers Dried Grains with Solubles and Grower-Finisher Diets'],['Guides/Information'],[],['http://www.omafra.gov.on.ca/english/livestock/swine/facts/info-distrillergrain.htm'],['\nInformation on distillers dried grains with solubles and grower.\xa0\n'],"['\nOntario Ministry of Agriculture, Food and Rural Affairs\n']",['\n1-877-424-1300\n\nag.info.omafra@ontario.ca\xa0\n\n'],10
913,['Distillers Grains and Soybean Hulls'],['Guides/Information'],[],['http://www.omafra.gov.on.ca/english/livestock/beef/news/vbn1111a2.htm'],['Information on distillers grains and soybean hulls.\xa0'],"[""\nMinistère de l’Agriculture, de l'Alimentation et des Affaires RuralesOntario Ministry of Agriculture, Food and Rural Affairs\n""]",['\n1-877-424-1300\n\nag.info.omafra@ontario.ca\xa0\n\n'],10
914,['Distribution Canada Inc'],[],[' Across Canada '],['http://www.distributioncanada.ca'],"['\nBuying group for independent grocers, small grocery chains, wholesalers and distributors, and C-store chains.\n']",['\nDistribution Canada Inc\n'],"['\n3425 Harvester Road, Suite 102, Burlington, ON, L7N 3N1\n\ninfo@distributioncanada.ca\n\n1-905-681-0314\n1-905-681-3933\n']",10
915,['Ditch Mowing and Hay Salvage Program'],[],[],['http://www.saskatchewan.ca/business/agriculture-natural-resources-and-industry/agribusiness-farmers-and-ranchers/programs-and-services/livestock-programs/ditch-mowing-and-hay-salvage'],['\nInformation on the\xa0ditch mowing and hay salvage program.\xa0\xa0\n'],['\nSaskatchewan Ministry of Agriculture\n'],"['\nMoose Jaw\n1-306-694-3711\n', '\nWeyburn\n1-306-848-2435\n', '\nNorth Battleford\n1-306-446-7470\n', '\nSaskatoon\n1-306-933-5306\n', '\nYorkton\n1-306-786-1658\n', '\nMeadow Lake\n1-306-236-7652\n', '\nPrince Albert\n1-306-953-2735\n', '\nLa Ronge\n1-306-425-4494\n', '\nSwift Current\n1-306-778-8322\n']",10
916,"['Diverse crop rotations shown to increase yields, improve soil health and lower GHGs']",[],[' Across Canada '],['https://agriculture.canada.ca/en/news-agriculture-and-agri-food-canada/scientific-achievements-agriculture/diverse-crop-rotations-shown-increase-yields-improve-soil-health-and-lower-ghgs'],"['\nStudies show that diverse crop rotations can improve yields for all crops in the rotation regardless of whether growing season presents few weather challenges or substantial challenges, such as extended droughts.\n']",['\nAgriculture and Agri-Food Canada\n'],"['\nMedia Relations\n1-866-345-7972\n\naafc.mediarelations-relationsmedias.aac@canada.ca\n\n', '\nGeneral Enquiries\n\naafc.info.aac@canada.ca\n\n1-613-773-2600\n1-855-773-0241\n']",10
917,['Do More Agriculture'],[],[' Across Canada '],['https://www.domore.ag/resources'],['\nProvides information and resources on mental health in agriculture across Canada.\n'],['\nThe Do More Agriculture Foundation\n'],['\n\nhttps://www.domore.ag/about-us\n\n'],10
918,['Dock Sawfly'],['Guides/Information'],[],['http://www.omafra.gov.on.ca/IPM/english/apples/insects/dock-sawfly.html'],['\nInformation on dock sawfly and apples.\xa0\n'],"['\nOntario Ministry of Agriculture, Food and Rural Affairs\n']",['\n1-877-424-1300\n\nag.info.omafra@ontario.ca\xa0\n\n'],10
919,['Dogwood Borer & Clearwing Moth'],['Guides/Information'],[],['http://www.omafra.gov.on.ca/IPM/english/apples/insects/clearwing-moth.html'],['\nInformation on Dogwood Borer & Clearwing Moths\n'],"['\nOntario Ministry of Agriculture, Food and Rural Affairs\n']",['\n1-877-424-1300\n\nag.info.omafra@ontario.ca\xa0\n\n'],10
920,['Domestic Meat Inspection Program'],[],[],['http://www.saskatchewan.ca/business/agriculture-natural-resources-and-industry/agribusiness-farmers-and-ranchers/programs-and-services/livestock-programs/domestic-meat-inspection-program'],['\nThis program provides voluntary meat inspection of abattoirs and meat processing plants to enhance humane handling and food safety.\n'],['\nSaskatchewan Ministry of Agriculture\n'],['\nChris Smith\nFood Safety Specialist\n\nChris.Smith@gov.sk.ca\n\n1-306-787-4692\n'],10
921,"[""Don't Lose Hay to Poor Fertility""]",['Guides/Information'],[],['http://www.omafra.gov.on.ca/english/crops/field/forages/hay-fertility.htm'],"[""\nDon't Lose Hay to Poor Fertility: discusses options for keeping soil fertility high while maximizing hay yields. It address dry weather options for hay and forage production.\n""]","['\nOntario Ministry of Agriculture, Food and Rural Affairs\n']",['\n1-877-424-1300\n\nag.info.omafra@ontario.ca\xa0\n\n'],10
922,['Double Cropping Fall Rye for Extra Forage'],['Guides/Information'],[],['http://www.omafra.gov.on.ca/english/crops/facts/fallrye.htm'],['\nInformation on double cropping fall rye for extra forage. \xa0\n'],"['\nOntario Ministry of Agriculture, Food and Rural Affairs\n']",['\n1-877-424-1300\n\nag.info.omafra@ontario.ca\xa0\n\n'],10
923,['Download - Machinery Cost Calculator'],['Guides/Information'],[],['http://www.omafra.gov.on.ca/english/busdev/download/calc_machine.htm'],"['\nThe Machinery Cost Calculator is an excel worksheet that contains a machinery cost calculator, cost charts, a factsheet on machinery budgeting, and a comparison worksheet that looks at machinery replacement options including purchase, repair, lease and custom hire. It also has a simple cash basis lease worksheet.\n']","['\nOntario Ministry of Agriculture, Food and Rural Affairs\n']",['\n1-877-424-1300\n\nag.info.omafra@ontario.ca\xa0\n\n'],10
924,['Drainage'],['Guides/Information'],[],['http://www.omafra.gov.on.ca/english/landuse/drain-mun.htm'],['\nInformation on drainage for municipalities.\n'],"['\nOntario Ministry of Agriculture, Food and Rural Affairs\n']",['\n1-877-424-1300\n\nag.info.omafra@ontario.ca\xa0\n\n'],10
925,['Drainage'],['Guides/Information'],[],['http://www.omafra.gov.on.ca/english/landuse/drainage.htm'],"['\nProvides information about drainage for the public, Ontario municipalities including GIS drainage mapping and information about Ontario tile drainage contractors.\xa0\n']","['\nOntario Ministry of Agriculture, Food and Rural Affairs\n']",['\n\nag.info.omafra@ontario.ca\n\n1-877-424-1300\n'],10
926,['Drainage'],[],[],['https://www2.gov.bc.ca/gov/content/industry/agriculture-seafood/agricultural-land-and-environment/water/drainage'],['\nInfrastructure and planning to support the drainage of excess water and stormwater from heavy rains or snowmelt is an important part of maintaining the health of crops and soil.\n'],['\nBritish Columbia Ministry of Agriculture\n'],['\n\nAgriServiceBC@gov.bc.ca\n\n1-888-221-7141\n'],10
927,['Drainage Management Guide'],['Guides/Information'],[],['https://www2.gov.bc.ca/gov/content/industry/agriculture-seafood/agricultural-land-and-environment/water/drainage/drainage-management-guide'],['\nThis guide provides most of the information that is required for constructed ditches and guidance on where to get additional information for channelized and natural streams.\n'],['\nBritish Columbia Ministry of Agriculture\n'],['\n\nAgriServiceBC@gov.bc.ca\n\n1-888-221-7141\n'],10
928,['Drainage eReference Tool'],['Guides/Information'],[],['http://www.omafra.gov.on.ca/english/landuse/drain-eref/index.htm'],"['\nIf you have a drainage question, concern or problem, this website may be able to direct you to a solution.\n']","['\nOntario Ministry of Agriculture, Food and Rural Affairs\n']",['\n1-877-424-1300\n\nag.info.omafra@ontario.ca\n\n'],10
929,['Drought Watch'],[],[' Across Canada '],['https://agriculture.canada.ca/en/agriculture-and-environment/drought-watch-and-agroclimate'],['\nProvides timely information to the agricultural sector in order to identify the impacts of climatic variability on water supply and agriculture.\n'],['\nAgriculture and Agri-Food Canada\n'],['\n\naafc.droughtwatch-guetterlasecheresse.aac@agr.gc.ca\n\n1-613-773-2600\n'],10
930,['Drought in Agriculture'],['Guides/Information'],[],['https://www2.gov.bc.ca/gov/content/industry/agriculture-seafood/agricultural-land-and-environment/water/drought-in-agriculture'],['\nProlonged periods of dry weather can cause crop damage and shortages in the water supply for livestock. Read on to learn how to manage and develop strategies to use water more efficiently.\n'],['\nBritish Columbia Ministry of Agriculture\n'],['\n\nAgriServiceBC@gov.bc.ca\n\n1-888-221-7141\n'],10
931,['Drought in Field Corn'],['Guides/Information'],[],['http://www.omafra.gov.on.ca/english/crops/weather/droughtinfieldcorn.htm'],['\nInformation on responding to drought in field corn.\n'],"['\nOntario Ministry of Agriculture, Food and Rural Affairs\n']",['\n1-877-424-1300\n\nag.info.omafra@ontario.ca\xa0\n\n'],10
932,['Drought outlook the first of its kind in Canada to provide 30-day glimpse into future drought conditions'],['Guides/Information'],[' Across Canada '],['https://agriculture.canada.ca/en/news-agriculture-and-agri-food-canada/scientific-achievements-agriculture/drought-outlook-first-its-kind-canada-provide-30-day-glimpse-future-drought-conditions'],"['\nProducers can adapt their on-farm management and drought preparedness practices to include tools that provide real-time assessments of drought conditions in their region; however, drought forecasts were not available in Canada until now.\n']",['\nAgriculture and Agri-Food Canada\n'],['\n1-855-773-0241\n1-613-773-2600\n\naafc.info.aac@agr.gc.ca\n\n'],10
933,['Dwarf Bunt Infected Wheat for Pigs'],['Guides/Information'],[],['http://www.omafra.gov.on.ca/english/livestock/swine/facts/info_dbunt.htm'],['\nInformation on dwarf bunt infected wheat for pigs.\xa0\xa0\n'],"['\nOntario Ministry of Agriculture, Food and Rural Affairs\n']",['\n1-877-424-1300\n\nag.info.omafra@ontario.ca\xa0\n\n'],10
934,['EDC - TradeInsights'],[],[' Across Canada '],['https://www.edc.ca/en/tradeinsights.html'],"['\nFrom the early stages of exporting to global trade trends, our experts share their knowledge and insights on topics that will help you take your business beyond borders.\n']",['\nExport Development Canada\n'],['\n\nhttps://www.edc.ca/EN/About-Us/Contact-Us/Pages/default.aspx\n\n1-800-229-0575\n'],10
935,['EMBC Wildfire 2021 Emergency Feed Program'],[],[],['https://www2.gov.bc.ca/gov/content/industry/agriculture-seafood/programs/embc-wildfire-2021-emergency-feed-program'],['\nThe program will provide emergency feed support for up to 14 days to facilitate those transitions and/or to continue to respond to wildfire related activities.\n'],['\nBritish Columbia Ministry of Agriculture\n'],['\n1-888-221-7141\n\nAgriServiceBC@gov.bc.ca\n\n'],10
936,['Early Weaning of Calves an Option During Periods of Drought'],['Guides/Information'],[],['https://www.gov.mb.ca/agriculture/livestock/beef/early-weaning-of-calves-an-option-during-periods-of-drought-and-excess-moisture.html'],"[""\nWhen pasture is scarce due to drought or excess moisture, weaning at three to five months of age is a viable option to lower the cow's requirements and put less pressure on the pasture.\n""]",['\nManitoba Agriculture and Resource Development\n'],['\nManitoba Agriculture Office\n1-844-769-6224\n\nARD@gov.mb.ca\n\n'],10
937,['Eastern Ontario Development Fund'],[],[],['https://www.ontario.ca/page/eastern-ontario-development-fund'],['\nHow to get support to expand your business or bring business to your community in eastern Ontario.\n'],['\nEastern Ontario Development Fund\n'],['\n\neodf@ontario.ca\n\n1-800-267-6592\n'],10
938,['Eco-Certification – Sustainable Fisheries and Aquaculture'],[],[],['https://www.mapaq.gouv.qc.ca/fr/Peche/ecocertification/Pages/Ecocertification.aspx'],['\nCertifies that the fishing or farming of the fish and seafood concerned is carried out in accordance with the principles of sustainable development and the stock regeneration.\n'],"['\nQuebec Ministry of Agriculture, Fisheries and Food\n']","['\n200, chemin Sainte-Foy, 12th floor Québec, Quebec G1R 4X6\n1-418-380-2136\n1-866-680-1858\n']",10
939,['Ecological Goods and Services and Natural Capital'],['Guides/Information'],[],['https://www.gov.mb.ca/agriculture/environment/ecological-goods-and-services/index.html'],"['\nEcological goods and services (EG&S) are the environmental benefits resulting from physical, chemical and biological functions of healthy ecosystems and include market goods produced from ecosystems, the benefits from ecosystem processes, and non-material benefits.\n']",['\nManitoba Agriculture and Resource Development\n'],['\n1-844-769-6224\n\nARD@gov.mb.ca\n\n'],10
940,['Economic Analysis'],['Guides/Information'],[],['https://www.gov.mb.ca/agriculture/markets-and-statistics/economic-analysis/index.html'],['\nProvides information on Economic Analysis\n'],['\nManitoba Agriculture and Resource Development\n'],['\nManitoba Agriculture Office\n1-844-769-6224\n\nARD@gov.mb.ca\n\n'],10
941,['Economic Analysis of Alternative Feed Types'],['Guides/Information'],[],['https://www.gov.nl.ca/ffa/programs-and-funding/programs/animals/livestock/economic/'],['\nEconomic analysis of alternative feed types in Newfoundland and Labrador.\n'],"['\nNewfoundland and Labrador, Department of Fisheries, Forestry and Agriculture\n']",['\n1-709-637-2589\n1-709-637-2077\n'],10
942,['Economic Development Fund'],[],[],['https://yukon.ca/en/edf'],"['\nThe Economic Development Fund supports projects and initiatives that provide long-term, sustainable economic benefits to Yukoners and Yukon communities.\n']","['\nGovernment of Yukon, Agriculture Branch\n']",['\n1-867-456-3803\n1-800-661-0408\n\nedf@yukon.ca\n\n'],10
943,['Economic Thresholds for Insects Attacking Cereals and Corn'],[],[],['https://www.alberta.ca/economic-thresholds-for-insects-attacking-cereals-and-corn.aspx'],['\nA summary of recommended economic thresholds for major pests attacking cereal and corn crops in Western Canada.\n'],['\nAlberta Ministry of Agriculture and Forestry\n'],['\nAg-Info Centre\n\naginfocentre@gov.ab.ca\n\n1-403-742-7901\n310-3276\n'],10
944,['Economic Thresholds for Insects Attacking Oilseeds'],['Guides/Information'],[],['https://www.alberta.ca/economic-thresholds-for-insects-attacking-oilseeds.aspx'],['\nResults of a study to determine the economic thresholds for insects attacking oilseed crops.\n'],['\nAlberta Ministry of Agriculture and Forestry\n'],['\nAg-Info Centre\n\naginfocentre@gov.ab.ca\n\n1-403-742-7901\n310-3276\n'],10
945,['Economic Thresholds for Insects Attacking Special Crops'],['Guides/Information'],[],['https://www.alberta.ca/economic-thresholds-for-insects-attacking-special-crops.aspx'],['\nAn updated summary of recommended economic thresholds for major pests attacking special crops in Western Canada.\n'],['\nAlberta Ministry of Agriculture and Forestry\n'],['\nAg-Info Centre\n\naginfocentre@gov.ab.ca\n\n1-403-742-7901\n310-3276\n'],10
946,['Economic Thresholds of Insect Pests'],['Guides/Information'],[],['https://www.saskatchewan.ca/business/agriculture-natural-resources-and-industry/agribusiness-farmers-and-ranchers/crops-and-irrigation/insects/economic-thresholds-of-insect-pests'],['\nLearn how keeping insect infestations below significant levels through preventative measures is a long term integrated pest management practice.\n'],['\nSaskatchewan Ministry of Agriculture\n'],['\n1-866-457-2377\n1-306-694-3938\n'],10
947,['Effect of Harvest Date on the Yield and Quality of Stockpiled Grass'],['Guides/Information'],[],['http://www.omafra.gov.on.ca/english/crops/facts/falldatesp3.htm'],['\nInformation on effect of harvest date on the yield and quality of stockpiled grass.\xa0\n'],"['\nOntario Ministry of Agriculture, Food and Rural Affairs\n']",['\n1-877-424-1300\n\nag.info.omafra@ontario.ca\xa0\n\n'],10
948,['Effect of Management System and Nitrogen Application'],['Guides/Information'],[],['http://www.omafra.gov.on.ca/english/crops/facts/yieldsp1.htm'],"['\nTwo stockpiling management systems, called ""Early"" and ""Late"" were evaluated.\n']","['\nOntario Ministry of Agriculture, Food and Rural Affairs\n']",['\n1-877-424-1300\n\nag.info.omafra@ontario.ca\n\n'],10
949,['Effect of Stockpile Grazing in Fall on Forage Production the Following Season'],['Guides/Information'],[],['http://www.omafra.gov.on.ca/english/crops/facts/spryldsp5.htm'],['\nInformation on the effect of stockpiling grazing in fall on forage production the following season.\xa0\n'],"['\nOntario Ministry of Agriculture, Food and Rural Affairs\n']",['\n1-877-424-1300\n\nag.info.omafra@ontario.ca\xa0\n\n'],10
950,['Effective Organizations'],['Guides/Information'],[],['http://www.omafra.gov.on.ca/english/nfporgs/factshts.htm'],['\nProvides fact sheets to develop and maintain effective organizations.\n'],"['\nOntario Ministry of Agriculture, Food and Rural Affairs\n']",['\n\nag.info.omafra@ontario.ca\n\n1-877-424-1300\n'],10
